"","area_resultado","programa","acao","sub_acao","quantificacao_meta","quantificacao_executada","relacao_fisica","relacao_fisica_agrupamento","valor_orcado","valor_empenhado","relacao_financeira","relacao_financeira_agrupamento","eficacia","programa_tipo","nome_uo","funcao","subfuncao","nome_programa","nome_acao","nome_sub_acao","nome_produto"
"560",11,155,2375,1,17,22,1.29411764705882,"0.7 a 1.3",6420000,5452618,0.849317445482866,"0.7 a 1.3",1.5237147808075,"Associado","FUNDAÇÃO MUNICIPAL DE CULTURA","Cultura","Patrimônio Histórico, Artístico e Arqueológico","História, Memória e Patrimônio Cultural de Belo Horizonte","Identificação e Valorização do Patrimônio e das Identidades Culturais","Preservação do Patrimônio Cultural","Bem preservado"
"561",9,59,2571,2,0,0,-1,"N�o h� meta",15738200,14694401,0.933677358274771,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE REGULAÇÃO URBANA","Urbanismo","Serviços Urbanos","Gerenciamento do Controle Urbano","Coordenação de Política de Controle Urbano","Serviços Administrativos e Financeiros","Serviços Administrativos"
"562",6,9,2023,10,489,489,1,"0.7 a 1.3",305460,2082991,6.81919400248805,"Acima de 2.0",0.146644905209541,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE MODERNIZAÇÃO","Administração","Administração Geral","Gestão da Modernização Administrativa e Ações de Atendimento ao Cidadão","Gestão e Modernização de Processos e Promoção da Eficiência Administrativa","Programa de Capacitação dos Servidores Públicos Municipais - PMAT IV","Servidor capacitado"
"563",10,236,2333,8,15,47,3.13333333333333,"Acima de 2.0",40000,37920,0.948,"0.7 a 1.3",3.30520391464233,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE DIREITOS DE CIDADANIA","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Direito de Todos","Promoção de Ações Afirmativas dos Movimentos Sociais","Ações Afirmativas BH Cidadã: Sem Homofobia","Ação realizada"
"564",10,235,2345,6,20000,49759,2.48795,"Acima de 2.0",274000,234103,0.854390510948905,"0.7 a 1.3",2.91195893287659,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE DIREITOS DE CIDADANIA","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Programa de Atendimento ao Idoso","Atendimento e Orientação Psicossocial e Jurídico","Centro de Referência da Pessoa Idosa","Atendimento realizado"
"565",9,59,2855,8,0,0,-1,"N�o h� meta",8600,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE FISCALIZAÇÃO","Urbanismo","Serviços Urbanos","Gerenciamento do Controle Urbano","Coordenação da Fiscalização Municipal","Patrulha Fiscal","Serviços Administrativos"
"566",2,206,2702,6,95000,103691,1.09148421052632,"0.7 a 1.3",3009000,1529780,0.508401462279827,"0.4 a 0.7",2.14689445495605,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Expansão da Escola Integrada","Gestão do Programa Escola Integrada","Programa Escola nas Férias","Participações"
"567",9,57,2899,1,0,0,-1,"N�o h� meta",50000,0,0,"N�o h� execu��o",0,"Associado","FUNDO DA OPERAÇÃO URBANA BH MORAR/CAPITÃO EDUARDO","Urbanismo","Infra-Estrutura Urbana","Gestão da Política Urbana","Gerenciamento da Execução da Infraestrutura Urbana/Capitão Eduardo","Gerenciamento da Execução da Infraestrutura Urbana/Capitão Eduardo","Serviços Administrativos"
"568",5,237,2404,14,10,67,6.7,"Acima de 2.0",0,0,-1,"N�o h� meta",-1,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação de Jovens e Adultos","Qualificação, Profissionalização e Emprego","Ações de Qualificação, Profissionalização e Emprego","Abertura de Turmas para a Educação de Jovens e Adultos -  Modalidade EJA BH ( META NÃO CUMULATIVA )","Turma aberta"
"569",6,148,1373,9,0,0,-1,"N�o h� meta",5000000,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL DE PLANEJAMENTO, ORÇAMENTO E INFORMAÇÃO","Ciência e Tecnologia","Desenvolvimento Tecnológico e Engenharia","Gestão do Planejamento, Orçamento e Informação","Gestão do Plano Diretor de Informática","Implantação, Operação e Manutenção de Rede Wi-fi / Secopa","Serviços Administrativos"
"570",2,140,2886,13,2,2,1,"0.7 a 1.3",742000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Gestão e Operacionalização da Política Educacional","Gestão da Melhoria da Qualidade da Educação","Eventos Curriculares","Evento realizado"
"571",2,207,2041,1,72,72,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Formação para Profissionais da Educação","Formação de Gestores das Escolas Municipais","Oficina realizada"
"572",8,93,2334,22,0,0,-1,"N�o h� meta",12317,22298,1.81034342778274,"1.3 a 2.0",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO COMPARTILHADA","Administração","Administração Geral","Articulação de Políticas","Gestão Compartilhada e Participação Social","Apoio a Iniciativas de Gestão Participativa da Sociedade Civil","Serviços Administrativos"
"573",11,146,2338,3,0,0,-1,"N�o h� meta",963000,3881400,4.03052959501558,"Acima de 2.0",0,"Associado","FUNDAÇÃO MUNICIPAL DE CULTURA","Cultura","Administração Geral","Gestão da Política Cultural","Gestão, Planejamento e Administração Cultural","Ações de Divulgação e Comunicação Institucional","Serviços Administrativos"
"574",6,12,2367,3,9,29,3.22222222222222,"Acima de 2.0",0,0,-1,"N�o h� meta",-1,"Associado","OUVIDORIA DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Serviços de Ouvidoria do Município","Ouvidoria Itinerante","Ação realizada"
"575",10,132,2121,9,250,959,3.836,"Acima de 2.0",1000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Agricultura","Promoção da Produção Vegetal","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Fomento e Gerenciamento da Comercialização Direta da Agricultura Urbana e Familiar","Oficina de Segurança Alimentar e Nutricional","Pessoa atendida"
"576",6,3,2028,1,0,0,-1,"N�o h� meta",37375500,37077215,0.99201923720084,"0.7 a 1.3",0,"Associado","PROCURADORIA-GERAL DO MUNICÍPIO","Administração","Defesa do Interesse Público no Processo Judiciário","Prestação de Serviços Jurídicos","Gerenciamento de Atividades Contenciosas","Gerenciamento de Atividades Contenciosas","Serviços Administrativos"
"577",9,73,2900,1,0,0,-1,"N�o h� meta",16330282,16271546,0.996403246435059,"0.7 a 1.3",0,"Associado","FUNDAÇÃO ZOO-BOTÂNICA DE BELO HORIZONTE","Gestão Ambiental","Preservação e Conservação Ambiental","Preservação e Conservação da Fauna e Flora","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"578",10,127,2334,1,0,0,-1,"N�o h� meta",2000,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE DIREITOS DE CIDADANIA","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Promoção e Defesa de Direitos Humanos e Cidadania","Gestão Compartilhada e Participação Social","Coordenação e Participação em Fóruns Governamentais e GTs","Serviços Administrativos"
"579",9,232,2855,4,362,362,1,"0.7 a 1.3",10000,206750,20.675,"Acima de 2.0",0.0483675934374332,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE FISCALIZAÇÃO","Urbanismo","Serviços Urbanos","Movimento Respeito por BH","Coordenação da Fiscalização Municipal","Fiscalização das Áreas de Risco ( META NÃO CUMULATIVA )","Fiscalização realizada"
"580",1,30,2875,4,0,0,-1,"N�o h� meta",1478000,18371,0.0124296346414073,"0.01 a 0.4",0,"Associado","HOSPITAL MUNICIPAL ODILON BEHRENS","Saúde","Assistência Hospitalar e Ambulatorial","Atendimento Ambulatorial, Emergencial e Hospitalar","Gestão da Atenção à Urgência","UPA HOB","Serviços Administrativos"
"581",10,236,2819,1,0,0,-1,"N�o h� meta",631398,228971,0.362641313402957,"0.01 a 0.4",0,"Sustentador","SECRETARIA MUNICIPAL DE GOVERNO","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Direito de Todos","Apoio à Promoção das Políticas da Juventude","Apoio à Promoção das Políticas da Juventude","Serviços Administrativos"
"582",8,227,2334,9,1,1,1,"0.7 a 1.3",185000,254583,1.37612432432432,"1.3 a 2.0",0.726678550243378,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO COMPARTILHADA","Administração","Administração Geral","Orçamento Participativo e Gestão Compartilhada","Gestão Compartilhada e Participação Social","Fornecimento de Infraestrutura para Realização dos OPs Regionais e Digitais","OP Realizado"
"583",6,12,2874,10,12,12,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA ESPECIAL PREVENÇÃO CORRUPÇÃO E INFORMAÇÕES ESTRATÉGICAS","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Serviço de Prevenção da Corrupção e Informações Estratégicas","Elaboração de Parecer/Relatório Técnico das Atividades de Inteligência","Parecer/relatório emitido"
"584",10,236,2331,6,520,921,1.77115384615385,"1.3 a 2.0",190800,294564,1.54383647798742,"1.3 a 2.0",1.14724183082581,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Trabalho","Empregabilidade","Direito de Todos","Centro de Referência em Segurança Alimentar e Nutricional Sustentável","Programa Pão Escola","pessoa qualificada"
"585",6,7,2900,6,0,0,-1,"N�o h� meta",115059,90210,0.784032539827393,"0.7 a 1.3",0,"Apoio Administrativo","SECRETARIA DE ADMINISTRAÇÃO REGIONAL MUNICIPAL PAMPULHA","Administração","Administração Geral","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Manutenção dos Centros de Apoio Comunitário - CAC Regional","Serviços Administrativos"
"586",5,86,2629,16,60,62,1.03333333333333,"0.7 a 1.3",110000,165987,1.50897272727273,"1.3 a 2.0",0.684792578220367,"Associado","EMPRESA MUNICIPAL DE TURISMO DE BELO HORIZONTE S/A","Comércio e Serviços","Turismo","Fomento ao Turismo de Lazer, Eventos e Negócios","Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos","Eventos PBH","Evento Apoiado"
"587",6,220,2021,4,3600,4145,1.15138888888889,"0.7 a 1.3",55000,6380,0.116,"0.01 a 0.4",9.92576599121094,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Trabalho","Proteção e Benefícios ao Trabalhador","Gestão Estratégica de Pessoas","Programa de Atenção Integral à Saúde e Segurança do Servidor - Saúde Mais","Assistência à Saúde do Servidor","Beneficiário aderido"
"588",9,230,1326,5,0,0,-1,"N�o h� meta",15695749,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE REGULAÇÃO URBANA","Urbanismo","Serviços Urbanos","Planejamento e Estruturação Urbana","Aperfeiçoamento do Sistema de Regularização e Informações Urbanísticas","Realização de Planos Urbanísticos para Regulação Urbana de ocupações informais","Serviços Administrativos"
"589",2,207,2705,5,36,36,1,"0.7 a 1.3",500000,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Mobilização da Comunidade Escolar","Ações Educativas  Preventivas da Obesidade","Encontro realizado"
"590",10,127,2334,13,0,0,-1,"N�o h� meta",2000,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE DIREITOS DE CIDADANIA","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Promoção e Defesa de Direitos Humanos e Cidadania","Gestão Compartilhada e Participação Social","Implantação do Observatório de Direitos Humanos de Belo Horizonte","Serviços Administrativos"
"591",10,123,2334,1,0,0,-1,"N�o h� meta",90000,44484,0.494266666666667,"0.4 a 0.7",0,"Associado","SECRETARIA MUNICIPAL  DE POLÍTICAS  SOCIAIS","Administração","Administração Geral","Gestão da Política Social","Gestão Compartilhada e Participação Social","Coordenação e Participação em Fóruns Governamentais e GTs","Serviços Administrativos"
"592",6,7,2900,6,0,0,-1,"N�o h� meta",42742,2876,0.0672874456038557,"0.01 a 0.4",0,"Apoio Administrativo","SECRETARIA DE ADMINISTRAÇÃO REGIONAL MUNICIPAL OESTE","Administração","Administração Geral","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Manutenção dos Centros de Apoio Comunitário - CAC Regional","Serviços Administrativos"
"593",6,144,2876,1,0,0,-1,"N�o h� meta",3726200,3435479,0.921979228168107,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE PLANEJAMENTO E GESTÃO","Administração","Planejamento e Orçamento","Apoio ao Planejamento e Gestão","Apoio ao Planejamento e Gestão","Apoio ao Planejamento e Gestão","Serviços Administrativos"
"594",6,26,3006,3,0,0,-1,"N�o h� meta",104739,30396,0.290207086185661,"0.01 a 0.4",0,"Associado","FUNDO PREVIDENCIÁRIO - BHPREV","Previdência Social","Previdência Básica","Gestão Previdenciária Municipal","Benefícios Previdenciários - Autarquias e Fundações","Encargos com Inativos e Pensionistas - FMC","Serviços Administrativos"
"595",6,12,2548,15,48,48,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","CORREGEDORIA-GERAL DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Serviços de Controles Disciplinares","Análise de Recursos e Revisão em Processos Administrativos Disciplinares","Relatório emitido"
"596",1,30,2620,1,0,0,-1,"N�o h� meta",32538815,27973987,0.859711301717656,"0.7 a 1.3",0,"Associado","HOSPITAL MUNICIPAL ODILON BEHRENS","Saúde","Assistência Hospitalar e Ambulatorial","Atendimento Ambulatorial, Emergencial e Hospitalar","Gestão Técnico-Hospitalar","Gestão Técnico-Hospitalar","Serviços Administrativos"
"597",6,26,3006,1,0,0,-1,"N�o h� meta",18479,0,0,"N�o h� execu��o",0,"Associado","FUNDO PREVIDENCIÁRIO - BHPREV","Previdência Social","Previdência Básica","Gestão Previdenciária Municipal","Benefícios Previdenciários - Autarquias e Fundações","Encargos com Inativos e Pensionistas - FZB","Serviços Administrativos"
"598",6,13,2052,5,0,0,-1,"N�o h� meta",57253336,50695633,0.885461643667366,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA  DE ARRECADAÇÕES","Administração","Administração de Receitas","Gestão do Sistema Tributário Municipal","Administração Tributária Municipal","Gestão do Sistema Tributário Mobiliário","Serviços Administrativos"
"599",10,19,2405,1,0,0,-1,"N�o h� meta",14018369,2658001,0.189608434476222,"0.01 a 0.4",0,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Básica","Serviços, Benefícios e Transferência de Renda","Inserção, Acompanhamento das Famílias Beneficiárias dos Programa de Transferência de Renda e Benefícios Eventuais - Base Regional","Serviços Administrativos"
"600",10,101,2545,1,0,0,-1,"N�o h� meta",2434300,2111404,0.867355708006408,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL DE ESPORTE E LAZER","Desporto e Lazer","Desporto Comunitário","Promoção e Democratização das Práticas de Esportes e Lazer","Promoções e Eventos Esportivos e Gestão de Áreas de Lazer","Promoções e Eventos Esportivos e Gestão de Áreas de Lazer","Serviços Administrativos"
"601",6,96,2006,1,0,0,-1,"N�o h� meta",1444500,1653105,1.14441329179647,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL DE ASSUNTOS INSTITUCIONAIS","Administração","Administração Geral","Coordenação Superior Municipal","Apoio à Coordenação das Políticas Institucionais","Apoio à Coordenação das Políticas Institucionais","Serviços Administrativos"
"602",10,163,2859,11,0,0,-1,"N�o h� meta",40000,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL  DE POLÍTICAS  SOCIAIS","Assistência Social","Assistência à Criança e ao Adolescente","Promoção e Proteção às Crianças e Adolescentes e suas Famílias"," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias","Apoio às Ações Voltadas para a Crianças e Adolescente na Ocasião de Megaeventos","Serviços Administrativos"
"603",9,243,1307,5,0,0,-1,"N�o h� meta",450000,0,0,"N�o h� execu��o",0,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Saneamento","Saneamento Básico Urbano","Gestão Ambiental","Implantação do Programa DRENURBS","Implantação do Programa DRENURBS na Avenida da República, do Nº 48 ao Nº 296, Bairro Jardim dos Comerciários","Serviços Administrativos"
"604",7,226,1207,13,0,0,-1,"N�o h� meta",1000,0,0,"N�o h� execu��o",0,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Habitação","Produção de Moradias","Produção de Moradias do Programa Minha Casa Minha Vida - ENTIDADES","Unidade habitacional entregue"
"605",10,101,2869,6,436,524,1.20183486238532,"0.7 a 1.3",2000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE LAZER","Desporto e Lazer","Lazer","Promoção e Democratização das Práticas de Esportes e Lazer","Programas e Atividades de Lazer","Lazer Mais Saúde","Intervenção realizada"
"606",11,155,2375,2,1500,2636,1.75733333333333,"1.3 a 2.0",1608000,496221,0.308595149253731,"0.01 a 0.4",5.69462442398071,"Associado","FUNDAÇÃO MUNICIPAL DE CULTURA","Cultura","Patrimônio Histórico, Artístico e Arqueológico","História, Memória e Patrimônio Cultural de Belo Horizonte","Identificação e Valorização do Patrimônio e das Identidades Culturais","Educação Patrimonial e Preservação da Memória Coletiva","Ação realizada"
"607",6,12,2874,6,12,12,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA ESPECIAL PREVENÇÃO CORRUPÇÃO E INFORMAÇÕES ESTRATÉGICAS","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Serviço de Prevenção da Corrupção e Informações Estratégicas","Programa Prevenção da Corrupção Itinerante","Atividade realizada"
"608",6,26,2871,2,0,0,-1,"N�o h� meta",2077175,716747,0.345058553082913,"0.01 a 0.4",0,"Associado","FUNDO PREVIDENCIÁRIO - BHPREV","Previdência Social","Previdência Básica","Gestão Previdenciária Municipal","Gerenciamento da Taxa de Administração para RPPS","Operação e Manutenção dos Bens e Equipamentos do RPPS","Serviços Administrativos"
"609",6,3,2012,1,0,0,-1,"N�o h� meta",1100000,1200000,1.09090909090909,"0.7 a 1.3",0,"Associado","PROCURADORIA-GERAL DO MUNICÍPIO","Administração","Administração Financeira","Prestação de Serviços Jurídicos","Gerenciamento do Sistema Processual de Cobrança da Dívida Ativa","Gerenciamento do Sistema Processual de Cobrança da Dívida Ativa","Serviços Administrativos"
"610",6,4,2518,2,1,1,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE ORÇAMENTO","Administração","Planejamento e Orçamento","Planejamento Orçamentário","Gestão do Processo Orçamentário","Coordenação do Orçamento Municipal","Orçamento Municipal elaborado/monitorado"
"611",2,140,2700,8,32265,35524,1.10100728343406,"0.7 a 1.3",9039157,3663035,0.405240776324606,"0.4 a 0.7",2.71692132949829,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação Infantil","Gestão e Operacionalização da Política Educacional","Operação e Manutenção da Educação","Operação e Manutenção da Educação - Educação Infantil ( META NÃO CUMULATIVA )","Aluno beneficiado"
"612",10,236,2041,8,200,327,1.635,"1.3 a 2.0",12100,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Direito de Todos","Formação para Profissionais da Educação","Formação de professores no projeto Educação para a Diversidade ( META NÃO CUMULATIVA )","Participações"
"613",2,207,2886,1,200,733,3.665,"Acima de 2.0",200000,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Gestão da Melhoria da Qualidade da Educação","Projeto Trajetórias Adolescentes ( META NÃO CUMULATIVA )","vaga ofertada"
"614",7,226,1207,8,0,0,-1,"N�o h� meta",1501355,315093,0.209872415251556,"0.01 a 0.4",0,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Habitação","Produção de Moradias","Gestão da Política Municipal de Habitação-PMH e Participação Popular","Serviços Administrativos"
"615",1,203,2894,12,0,0,-1,"N�o h� meta",85000,60000,0.705882352941177,"0.7 a 1.3",0,"Sustentador","FUNDO MUNICIPAL DE SAÚDE","Saúde","Administração Geral","Melhoria do Atendimento Hospitalar e Especializado","Rede Hospitalar","Consórcio Intermunicipal Aliança para a Saúde","Serviços Administrativos"
"616",10,132,2120,7,15000,32466,2.1644,"Acima de 2.0",11770,11636,0.988615123194562,"0.7 a 1.3",2.1893253326416,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Assistência Social","Alimentação e Nutrição","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Gestão da Assistência Alimentar e Nutricional às Entidades","Assistência Alimentar aos CRAS","Refeição Servida"
"617",5,217,2334,2,0,0,-1,"N�o h� meta",62200,855,0.0137459807073955,"0.01 a 0.4",0,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE DESENVOLVIMENTO ECONÔMICO","Administração","Administração Geral","Promoção e Atração de Investimentos","Gestão Compartilhada e Participação Social","Apoio aos Conselhos Municipais","Serviços Administrativos"
"618",9,66,1203,9,0,0,-1,"N�o h� meta",229680,0,0,"N�o h� execu��o",0,"Associado","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Saneamento","Saneamento Básico Urbano","Saneamento e Tratamento de Fundos de Vale","Drenagem e Tratamento de Fundos de Vale","Projetos, Consultoria e apoio a serviços especiais","Serviços Administrativos"
"619",6,12,2366,2,12,12,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","CONTROLADORIA-GERAL DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Coordenação dos Serviços de Controladoria do Município","Monitoramento dos Convênios","Relatório emitido"
"620",6,12,2366,3,12,12,1,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","CONTROLADORIA-GERAL DO MUNICÍPIO","Administração","Controle Interno","Gestão do Sistema de Controle Interno","Coordenação dos Serviços de Controladoria do Município","Consulta e Monitoramento de Informações aos Tribunais de Contas","Relatório emitido"
"621",6,96,2801,1,0,0,-1,"N�o h� meta",1030100,1057306,1.02641102805553,"0.7 a 1.3",0,"Associado","GABINETE DO VICE-PREFEITO","Administração","Administração Geral","Coordenação Superior Municipal","Manutenção do Gabinete do Vice-Prefeito","Manutenção do Gabinete do Vice-Prefeito","Serviços Administrativos"
"622",2,207,2705,1,2,2,1,"0.7 a 1.3",91000,2114,0.0232307692307692,"0.01 a 0.4",43.0463562011719,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Mobilização da Comunidade Escolar","Formação e Mobilização da Comunidade Escolar ( META NÃO CUMULATIVA )","Encontro realizado"
"623",6,26,3004,4,0,0,-1,"N�o h� meta",10958823,5227917,0.477050957023396,"0.4 a 0.7",0,"Associado","FUNDO FINANCEIRO","Previdência Social","Previdência Básica","Gestão Previdenciária Municipal","Benefícios Previdenciários - PBH","Benefícios Previdenciários da Educação","Serviços Administrativos"
"624",10,113,2900,1,0,0,-1,"N�o h� meta",24039400,14594574,0.607110576803082,"0.4 a 0.7",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA  DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Gestão da Política de Assistência Social","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"625",9,69,2564,10,1,1,1,"0.7 a 1.3",2000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Controle Ambiental","Gestão da Política Ambiental","Operacionalização das Políticas Ambientais","Eventos de Promoção da Sustentabilidade","Evento realizado"
"626",6,7,2019,1,0,0,-1,"N�o h� meta",1849300,2802814,1.51560806791759,"1.3 a 2.0",0,"Apoio Administrativo","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO ADMINISTRATIVA","Administração","Administração Geral","Apoio Administrativo e Financeiro","Gestão do Sistema de Licitações, Suprimentos e Contratos","Gestão de Contratos e Suprimentos","Serviços Administrativos"
"627",6,14,2809,11,0,0,-1,"N�o h� meta",56597009,47673542,0.842333240613475,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Administração","Administração Geral","Gestão dos Recursos Humanos","Gerenciamento do Sistema de Recursos Humanos","Serviços Administrativos e Financeiros","Serviços Administrativos"
"628",6,7,2900,1,0,0,-1,"N�o h� meta",44319234,44145172,0.99607254042342,"0.7 a 1.3",0,"Apoio Administrativo","COMPANHIA URBANIZADORA E DE HABITAÇÃO DE BELO HORIZONTE","Habitação","Habitação Urbana","Apoio Administrativo e Financeiro","Serviços Administrativos e Financeiros","Serviços Administrativos e Financeiros","Serviços Administrativos"
"629",6,26,3006,2,0,0,-1,"N�o h� meta",40080,20438,0.509930139720559,"0.4 a 0.7",0,"Associado","FUNDO FINANCEIRO","Previdência Social","Previdência Básica","Gestão Previdenciária Municipal","Benefícios Previdenciários - Autarquias e Fundações","Encargos com Inativos e Pensionistas - FMP","Serviços Administrativos"
"630",1,204,2334,3,1,1,1,"0.7 a 1.3",1023000,233912,0.228652981427175,"0.01 a 0.4",4.37343978881836,"Sustentador","FUNDO MUNICIPAL DE SAÚDE","Saúde","Administração Geral","Gestão e Regionalização da Saúde","Gestão Compartilhada e Participação Social","Realização de Conferências","Evento realizado"
"631",10,20,2833,1,0,0,-1,"N�o h� meta",959483,958482,0.998956729822206,"0.7 a 1.3",0,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Especial","Ações de Assessoramento e de Defesa de Direitos","Ações de Assessoramento e de Defesa de Direitos","Serviços Administrativos"
"632",8,93,2334,16,2,2,1,"0.7 a 1.3",100000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO COMPARTILHADA","Administração","Administração Geral","Articulação de Políticas","Gestão Compartilhada e Participação Social","Gestão Estratégica da Informação","Estudo/pesquisa realizado"
"633",9,69,2564,3,270,291,1.07777777777778,"0.7 a 1.3",5250,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Preservação e Conservação Ambiental","Gestão da Política Ambiental","Operacionalização das Políticas Ambientais","Avaliação de Intervenções em Áreas Verdes ou de Especial Interesse Ambiental","análise efetuada"
"634",9,57,2584,6,0,0,-1,"N�o h� meta",5000000,0,0,"N�o h� execu��o",0,"Associado","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Administração","Administração Geral","Gestão da Política Urbana","Apoio Operacional de Investimentos Municipais","Apoio aos Serviços de Obras","Serviços Administrativos"
